T2M,RH2M,WS10M,WS50M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,WS50M_MAX,WS50M_MIN,PS
26.9,81.88,4.55,6.5,35.15,22.09,13.0,0.27,17.48,0.36,97.38
25.69,86.19,5.24,7.59,31.07,22.09,9.36,1.0,12.28,1.18,97.37
25.87,85.56,3.02,4.64,31.85,21.45,7.45,0.5,9.58,0.78,97.73
25.08,74.19,2.02,2.97,31.92,15.31,4.52,0.03,6.09,0.12,98.08
23.2,65.31,2.43,3.75,32.07,14.62,5.41,0.25,6.61,0.41,98.56
21.44,55.12,2.74,4.09,32.14,10.8,5.96,0.62,8.84,1.06,98.65
23.67,34.0,2.64,3.95,36.7,12.16,5.89,0.04,8.5,0.14,98.53
27.12,33.94,2.67,3.97,38.87,14.9,6.74,0.18,9.06,0.35,98.23
30.26,34.81,3.03,4.29,41.24,17.08,7.57,0.23,9.1,0.52,98.09
34.52,25.12,3.72,5.21,45.14,21.1,8.18,0.23,10.57,0.19,97.68
31.65,56.38,4.33,5.91,43.18,24.34,13.48,0.12,16.66,0.23,97.44
27.84,75.81,5.12,7.15,35.81,23.76,11.48,0.63,15.17,1.02,97.34
26.9,78.38,5.13,7.34,33.96,22.37,9.85,0.65,12.29,0.73,97.44
26.47,83.62,4.62,6.67,32.96,22.06,11.0,0.15,14.81,0.17,97.42
25.94,85.75,3.28,5.17,31.13,20.75,6.67,0.82,8.55,1.3,97.71
24.58,84.38,2.64,4.02,30.87,16.48,7.48,0.07,9.78,0.1,98.13
23.08,79.06,2.65,4.08,30.83,12.01,5.67,0.26,8.24,0.36,98.37
21.88,69.25,2.43,3.82,31.33,11.72,6.29,0.46,8.25,0.48,98.62
23.44,48.12,2.98,4.64,35.4,8.33,6.98,0.13,9.48,0.19,98.46
27.43,30.19,3.15,4.74,38.52,13.22,7.27,0.25,9.79,0.22,98.37
32.12,29.81,3.4,4.93,43.87,20.69,7.25,0.12,10.21,0.26,98.0
34.9,28.69,3.1,4.25,46.17,24.4,7.75,0.1,10.02,0.04,97.76
37.72,27.44,3.78,5.05,47.54,27.22,10.07,0.3,12.18,0.17,97.5
29.96,67.44,4.84,6.54,44.24,23.32,10.52,0.16,12.7,0.29,97.28
26.8,81.81,4.84,6.91,32.71,22.7,10.63,0.45,14.51,0.59,97.27
25.67,85.5,4.72,6.97,31.62,21.68,9.4,1.41,12.06,2.34,97.5
26.47,81.0,2.7,4.04,32.31,21.35,6.7,0.03,8.59,0.09,97.86
24.9,75.88,2.59,3.95,32.48,14.88,6.66,0.17,8.3,0.23,98.03
22.58,71.75,2.65,4.12,32.62,13.45,5.8,0.32,8.38,0.45,98.54
21.51,59.31,2.66,4.05,32.45,11.18,6.81,0.13,9.42,0.2,98.57
22.26,45.31,2.84,4.42,34.41,10.26,6.11,0.2,9.25,0.12,98.72
25.86,28.62,2.54,3.81,38.75,13.58,6.14,0.04,9.48,0.1,98.3
31.34,19.88,2.74,4.09,44.1,18.26,6.26,0.09,9.5,0.11,98.12
34.64,25.44,3.69,5.29,44.72,24.24,7.31,0.05,10.04,0.09,97.87
36.73,27.31,3.67,4.99,46.15,27.14,8.59,0.26,10.5,0.25,97.49
32.23,53.44,4.87,6.51,43.71,22.75,13.24,0.54,16.4,0.59,97.22
27.94,73.94,4.09,5.85,35.69,22.62,9.11,0.3,11.73,0.48,97.44
25.73,86.19,4.1,6.15,31.68,20.37,9.7,0.85,12.97,1.34,97.49
25.53,82.62,3.12,4.73,31.26,19.37,7.8,0.38,10.02,0.4,97.75
25.48,73.44,2.58,3.91,33.67,16.44,8.58,0.16,11.81,0.28,98.07
24.15,69.5,2.51,3.91,33.77,13.65,6.34,0.13,7.74,0.18,98.4
21.62,57.5,2.13,3.32,31.26,12.56,4.31,0.21,7.55,0.24,98.73
23.8,35.88,2.49,3.81,35.03,12.26,6.04,0.09,9.06,0.05,98.52
25.32,27.12,2.98,4.34,39.21,10.59,6.72,0.24,9.92,0.37,98.4
29.52,32.94,3.03,4.57,41.55,17.25,7.43,0.2,9.67,0.2,98.18
34.48,27.94,3.63,5.13,45.1,22.55,7.28,0.23,10.16,0.52,97.88
37.26,25.31,3.84,5.23,46.79,27.65,10.53,0.09,12.7,0.05,97.45
31.91,52.5,4.77,6.23,44.41,23.3,12.27,0.56,15.03,0.79,97.39
27.23,77.88,4.59,6.52,34.27,22.47,9.73,1.15,12.36,2.01,97.33
26.4,82.5,4.12,6.03,31.73,22.44,8.92,0.1,11.48,0.14,97.58
26.23,83.38,3.18,4.82,31.76,21.41,7.21,0.28,9.06,0.4,97.7
25.56,81.94,2.02,3.17,31.84,16.98,4.68,0.07,6.84,0.05,98.19
22.49,67.56,2.38,3.65,32.37,11.68,6.47,0.16,7.8,0.23,98.43
20.43,51.69,2.14,3.27,31.5,10.98,4.55,0.09,7.61,0.2,98.63
23.94,49.06,2.56,3.84,34.8,13.2,6.59,0.1,8.52,0.34,98.42
26.18,38.75,3.38,5.02,38.2,12.78,7.65,0.12,10.7,0.29,98.22
31.79,26.12,2.63,3.89,43.46,17.37,6.95,0.24,9.66,0.35,98.06
33.92,30.81,2.94,4.1,43.69,24.66,7.8,0.27,9.92,0.43,97.83
36.68,29.38,3.86,5.24,47.34,27.57,11.14,0.12,13.05,0.16,97.49
30.77,59.69,4.98,6.69,43.0,23.03,9.38,1.3,11.64,1.44,97.19
26.55,80.69,5.49,7.79,35.15,21.62,11.65,0.71,15.77,1.18,97.27
26.02,84.38,4.53,6.62,31.96,21.9,8.63,0.41,12.25,0.58,97.45
25.41,82.81,3.22,4.87,31.06,16.93,7.68,0.51,9.97,0.73,97.84
24.9,83.81,2.37,3.59,30.29,18.82,7.51,0.02,10.52,0.04,98.14
22.51,77.19,2.09,3.17,30.95,13.85,6.33,0.06,7.73,0.09,98.57
20.26,59.62,1.86,2.77,30.12,10.5,4.27,0.07,7.43,0.15,98.72
19.9,62.81,2.76,4.16,30.58,9.2,9.73,0.38,12.28,0.39,98.65
24.92,46.88,2.79,4.27,37.19,13.87,6.95,0.2,9.73,0.27,98.34
30.47,39.25,2.84,4.06,42.26,19.04,7.94,0.2,10.78,0.16,98.13
33.78,33.25,3.33,4.76,44.83,22.67,7.03,0.3,10.05,0.34,97.87
32.67,43.06,4.1,5.65,43.97,23.25,10.61,0.23,13.06,0.26,97.49
32.19,53.62,4.43,6.07,44.4,23.89,10.95,0.16,13.28,0.3,97.21
26.77,82.44,4.0,5.88,33.92,21.94,9.02,0.28,11.48,0.4,97.32
26.68,84.25,3.61,5.44,32.34,23.21,8.51,0.09,11.02,0.16,97.46
26.19,84.31,3.16,4.81,31.69,21.63,9.97,0.25,12.91,0.36,97.64
24.78,86.06,2.95,4.57,31.66,16.64,6.41,0.16,8.68,0.22,97.96
21.62,77.12,2.52,3.91,29.07,12.62,7.45,0.12,9.51,0.16,98.27
21.24,68.69,2.31,3.61,30.2,12.87,5.92,0.06,8.12,0.11,98.74
23.51,55.44,2.9,4.47,34.15,13.38,6.54,0.16,9.4,0.33,98.44
25.69,47.25,3.12,4.66,38.65,12.93,7.42,0.26,10.27,0.42,98.29
31.33,25.31,2.92,4.31,44.13,17.58,7.32,0.16,10.79,0.05,97.94
32.88,37.75,3.29,4.74,46.33,21.03,7.23,0.13,10.09,0.05,97.78
36.45,22.19,4.02,5.62,46.3,25.33,9.51,0.32,11.55,0.48,97.5
32.05,52.0,4.61,6.13,44.13,23.75,10.43,0.34,12.9,0.43,97.34
27.67,75.75,4.39,6.3,35.85,22.58,9.92,0.42,12.55,0.41,97.33
26.39,83.75,3.75,5.62,33.35,22.2,9.18,0.3,11.83,0.32,97.47
26.29,84.88,2.54,3.96,32.13,20.96,7.63,0.08,9.67,0.05,97.58
24.37,82.75,2.88,4.51,30.56,16.52,7.47,0.27,9.43,0.38,98.02
22.47,68.5,2.27,3.5,31.19,13.73,6.69,0.2,8.7,0.24,98.32
21.51,49.25,1.92,2.92,32.3,9.05,4.74,0.06,8.66,0.12,98.55
21.12,55.5,2.28,3.42,32.12,7.75,5.6,0.2,8.65,0.23,98.55
24.55,26.12,2.34,3.45,38.79,10.31,5.01,0.05,9.02,0.05,98.27
30.93,24.94,2.7,3.96,42.16,16.33,7.09,0.18,9.09,0.23,98.15
31.0,44.0,3.09,4.45,41.41,19.64,8.14,0.16,10.21,0.13,98.0
34.62,33.19,3.55,5.15,45.65,23.2,9.38,0.07,11.28,0.17,97.62
31.49,54.69,4.47,6.13,43.01,24.24,9.47,0.18,11.34,0.24,97.54
27.65,76.5,4.66,6.63,35.83,22.62,9.95,0.27,12.85,0.48,97.35
26.39,81.94,4.85,7.12,33.18,21.38,9.62,0.37,12.97,0.5,97.55
26.37,83.62,2.5,3.88,32.57,20.62,6.28,0.13,7.6,0.23,97.91
26.37,71.06,1.88,2.95,33.98,20.16,4.66,0.12,7.8,0.23,98.43
25.64,73.62,2.14,3.36,34.51,18.4,5.62,0.05,7.58,0.07,98.43
24.03,71.12,2.74,4.27,32.12,12.69,5.73,0.28,8.56,0.38,98.55
24.9,52.19,2.72,3.98,35.73,12.7,6.57,0.15,9.27,0.2,98.51
25.23,50.75,2.7,4.14,37.26,12.42,6.77,0.27,9.38,0.12,98.44
30.75,32.06,3.29,4.81,42.78,17.72,7.92,0.32,10.11,0.23,98.16
34.77,30.38,3.7,5.14,45.42,21.28,8.49,0.08,10.34,0.02,97.9
37.55,28.0,4.09,5.61,48.19,27.65,9.71,0.04,11.66,0.12,97.47
32.59,53.44,4.28,5.73,45.97,24.56,11.04,0.13,13.79,0.21,97.26
28.01,77.25,3.73,5.48,34.87,23.1,8.87,0.09,11.11,0.1,97.38
26.98,86.06,3.09,4.7,32.13,23.44,6.98,0.07,8.71,0.1,97.55
26.41,87.12,2.93,4.56,31.44,22.7,6.99,0.21,8.9,0.25,97.59
25.48,85.44,2.71,4.23,30.71,18.47,6.91,0.11,9.13,0.16,97.91
22.5,79.44,2.48,3.95,30.24,10.39,6.59,0.22,8.27,0.33,98.27
19.63,59.94,1.85,2.66,29.02,11.01,3.95,0.12,5.33,0.11,98.62
21.34,47.12,2.26,3.53,33.85,10.27,4.82,0.12,8.71,0.19,98.41
27.23,39.62,2.59,3.88,39.33,15.78,7.16,0.09,9.91,0.22,98.43
31.32,19.56,2.48,3.56,43.13,16.76,6.73,0.05,9.67,0.01,97.82
34.58,20.69,3.19,4.63,46.37,21.55,9.04,0.11,10.71,0.16,97.58
33.62,44.12,4.66,6.14,46.49,23.9,9.41,0.12,11.72,0.27,97.43
29.33,63.94,4.79,6.7,42.02,22.27,9.87,0.35,12.43,0.54,97.4
27.8,73.06,4.72,6.7,35.92,22.95,10.34,0.71,12.91,1.05,97.32
26.3,82.62,4.23,6.2,33.01,22.34,9.45,0.65,12.05,0.77,97.54
26.05,84.06,3.7,5.57,32.24,21.75,8.46,0.09,10.76,0.2,97.65
25.57,78.31,2.89,4.47,32.4,15.85,6.99,0.16,8.55,0.23,97.96
23.22,59.62,2.9,4.57,34.0,11.03,7.03,0.24,8.65,0.38,98.4
21.4,47.06,2.4,3.81,32.2,10.93,5.3,0.2,8.5,0.16,98.55
23.7,34.38,2.56,3.95,36.15,10.68,5.66,0.09,8.92,0.09,98.4
25.86,50.19,2.95,4.4,36.12,12.94,7.16,0.16,10.46,0.16,98.16
28.94,25.44,2.89,4.26,40.49,14.42,7.52,0.04,10.4,0.18,98.01
35.58,25.38,3.5,4.95,46.48,21.09,8.53,0.13,10.17,0.08,97.59
34.2,40.31,4.41,5.84,45.82,24.83,9.34,0.05,11.22,0.02,97.52
28.9,68.5,4.4,5.95,36.65,23.21,9.59,0.32,11.43,0.38,97.28
27.25,77.44,4.33,6.13,35.41,22.19,10.0,0.02,12.57,0.02,97.32
26.69,82.06,4.36,6.29,33.74,21.85,9.93,0.24,13.76,0.35,97.38
26.44,82.19,2.79,4.3,32.37,21.56,8.03,0.16,10.12,0.23,97.76
26.74,67.25,2.14,3.4,35.97,15.99,5.59,0.25,8.34,0.08,97.95
24.85,52.62,2.48,4.09,35.17,14.68,4.64,0.19,8.05,0.07,98.31
22.56,25.38,2.27,3.25,33.47,12.19,5.56,0.16,8.35,0.2,98.47
23.7,35.88,2.59,3.95,35.72,10.98,5.5,0.14,8.32,0.13,98.35
26.93,24.81,2.95,4.41,40.03,13.33,7.1,0.34,10.21,0.19,98.14
30.87,35.69,3.02,4.39,41.85,20.49,7.1,0.11,9.14,0.08,97.99
32.39,42.38,3.17,4.54,44.71,21.91,7.22,0.09,10.05,0.1,97.88
36.65,30.19,4.6,6.15,46.61,27.48,10.35,0.18,12.5,0.28,97.4
29.12,64.88,5.16,6.96,41.46,21.31,11.62,0.33,14.65,0.62,97.34
28.58,68.38,4.69,6.5,38.19,23.08,10.33,0.09,12.67,0.06,97.39
26.18,83.88,4.54,6.6,32.02,22.23,9.58,0.05,12.85,0.12,97.47
27.14,79.25,2.35,3.65,34.9,22.42,6.38,0.23,7.89,0.34,97.73
25.43,79.19,2.57,4.06,33.01,16.58,6.27,0.11,8.55,0.05,97.99
24.56,64.94,2.77,4.3,33.72,14.08,7.9,0.19,9.87,0.09,98.38
22.0,44.62,2.35,3.57,33.51,12.98,4.95,0.2,7.56,0.21,98.71
22.55,52.94,2.55,3.93,34.9,11.28,6.13,0.22,9.45,0.3,98.47
26.81,40.0,3.05,4.6,38.25,16.23,7.53,0.71,10.23,0.62,98.51
31.1,29.62,3.07,4.44,41.63,18.94,7.14,0.04,9.82,0.13,98.05
35.34,28.38,3.12,4.37,45.01,24.03,7.2,0.05,10.0,0.12,97.75
36.61,31.94,4.95,6.76,46.77,26.64,12.16,0.06,15.03,0.23,97.38
30.5,64.31,4.18,5.88,40.19,23.88,10.06,0.13,13.01,0.13,97.38
28.78,69.94,4.85,6.79,36.58,23.5,10.38,0.37,13.48,0.5,97.51
26.14,84.38,4.84,7.09,31.8,21.13,11.36,0.45,14.52,0.55,97.47
26.44,80.06,3.45,5.25,33.1,20.99,8.12,0.44,10.13,0.59,97.83
26.12,69.62,2.34,3.56,35.23,16.25,7.19,0.06,8.85,0.06,98.11
24.3,47.31,2.38,3.62,34.94,14.05,4.8,0.24,8.31,0.37,98.37
23.99,40.06,2.2,3.23,34.67,14.04,6.23,0.13,8.09,0.15,98.53
24.11,38.19,2.52,3.85,36.04,10.47,5.91,0.18,9.41,0.27,98.6
28.12,42.75,3.46,5.07,38.26,17.62,7.83,0.12,10.31,0.23,98.31
30.62,34.44,3.41,4.84,41.53,16.05,8.32,0.46,11.45,0.63,98.11
34.77,31.12,3.52,4.95,45.58,22.98,9.2,0.22,12.07,0.38,97.82
36.66,21.69,4.06,5.74,46.25,26.08,10.02,0.11,12.18,0.16,97.47
32.39,52.0,4.91,6.65,47.08,24.1,9.2,0.38,12.09,0.6,97.29
27.0,81.88,4.24,6.12,33.02,23.4,9.2,0.35,11.54,0.49,97.43
26.1,86.88,4.09,6.15,31.15,21.83,8.07,0.23,10.12,0.32,97.51
26.12,86.12,3.47,5.38,31.18,22.37,7.6,0.25,9.51,0.3,97.69
24.99,83.88,2.82,4.41,31.66,15.32,7.43,0.09,9.48,0.12,98.04
22.37,72.88,1.94,2.8,30.22,13.54,4.32,0.02,7.08,0.06,98.54
20.76,64.0,2.45,3.66,30.8,11.11,7.62,0.09,9.34,0.09,98.64
21.83,60.75,2.77,4.25,33.43,11.88,6.65,0.15,9.7,0.27,98.49
23.49,49.88,2.59,3.92,38.08,9.24,5.86,0.14,8.1,0.07,98.43
31.01,29.94,2.77,4.01,42.57,18.75,6.67,0.16,9.87,0.02,98.06
34.02,34.19,3.77,5.31,45.48,22.36,8.27,0.18,10.55,0.05,97.77
33.62,44.75,4.81,6.22,43.87,25.42,10.15,0.38,12.23,0.43,97.51
31.62,53.56,5.2,6.83,42.83,24.15,10.54,0.09,12.83,0.16,97.46
27.09,79.5,4.19,6.02,34.66,22.73,9.61,0.54,12.14,0.82,97.42
26.87,80.19,4.98,7.24,32.87,22.31,8.97,1.3,12.43,2.18,97.46
27.05,79.5,2.63,4.12,33.37,22.31,6.71,0.22,9.63,0.33,97.83
25.41,74.44,2.38,3.73,32.71,15.23,7.53,0.2,9.62,0.28,98.27
24.03,60.0,2.48,4.0,33.76,13.94,5.41,0.07,8.27,0.04,98.53
22.26,47.81,2.46,3.83,32.78,13.0,5.52,0.06,8.06,0.1,98.55
23.65,48.38,2.92,4.49,34.14,11.8,7.57,0.28,10.3,0.24,98.43
26.14,45.12,2.8,4.29,38.68,11.75,6.95,0.04,10.7,0.02,98.4
30.4,32.62,2.84,4.23,42.14,18.52,6.64,0.03,10.1,0.05,98.14
33.83,35.44,3.05,4.2,43.5,25.06,8.99,0.12,10.89,0.13,97.97
36.02,29.69,3.26,4.42,46.44,25.38,7.71,0.09,10.2,0.12,97.54
32.71,53.06,4.71,6.23,45.35,22.97,10.83,0.36,13.7,0.34,97.25
26.87,82.75,4.66,6.73,34.69,21.87,10.81,0.53,14.84,1.03,97.38
26.28,86.12,3.71,5.55,31.51,22.73,8.36,0.1,10.54,0.14,97.58
26.18,87.56,3.54,5.38,30.99,21.53,10.76,0.29,14.4,0.45,97.61
24.74,85.44,2.82,4.41,31.56,17.74,6.12,0.39,7.71,0.59,98.07
19.73,74.56,2.25,3.38,27.44,11.3,4.73,0.16,6.81,0.2,98.47
19.32,68.0,2.19,3.26,28.39,9.05,4.8,0.28,7.59,0.4,98.48
21.3,51.56,2.04,3.0,34.16,8.66,6.17,0.08,7.68,0.09,98.54
26.32,34.81,2.28,3.43,38.76,14.14,5.27,0.08,9.19,0.01,98.37
28.94,45.75,2.84,4.23,40.84,16.98,6.77,0.13,9.52,0.32,98.09
33.55,36.0,2.88,4.09,44.92,22.26,6.82,0.03,9.37,0.08,97.75
32.99,49.69,3.62,5.02,45.0,24.87,8.19,0.15,10.3,0.03,97.54
30.98,58.0,4.02,5.38,40.48,24.48,8.49,0.2,10.42,0.05,97.45
28.01,73.5,5.34,7.59,36.46,22.58,11.38,1.08,14.1,2.09,97.37
26.16,84.62,4.86,7.12,32.4,21.32,11.79,0.93,15.99,1.42,97.46
26.1,86.0,2.89,4.52,32.08,20.73,7.02,0.14,9.31,0.17,97.72
25.36,78.94,2.05,3.07,32.18,18.25,5.51,0.04,7.28,0.11,98.29
22.87,77.38,1.93,3.02,30.46,14.41,3.75,0.01,6.79,0.03,98.44
21.9,65.75,2.02,3.17,30.87,11.51,4.53,0.13,7.38,0.19,98.63
22.81,51.38,2.41,3.84,34.16,12.54,4.54,0.12,8.23,0.08,98.64
26.07,41.06,3.39,5.02,37.7,15.13,7.67,0.23,9.7,0.3,98.32
30.51,31.06,3.14,4.53,41.83,17.98,7.84,0.22,9.87,0.12,98.1
34.05,32.62,3.14,4.41,44.18,23.62,7.58,0.23,9.81,0.27,97.86
36.58,30.12,3.99,5.52,45.82,26.8,9.95,0.2,12.0,0.23,97.45
30.47,65.06,4.51,6.17,41.38,23.78,12.32,0.59,15.46,0.62,97.28
28.08,74.94,4.12,5.95,35.96,23.12,11.25,0.34,14.08,0.45,97.41
26.7,82.31,3.8,5.67,32.89,22.32,13.12,0.23,17.18,0.31,97.47
26.25,87.38,3.14,4.91,31.51,21.68,7.57,0.37,9.52,0.43,97.53
23.19,79.31,2.68,4.16,30.19,15.35,5.45,0.08,8.39,0.22,98.08
21.8,66.56,2.2,3.25,30.66,11.0,6.38,0.05,7.82,0.04,98.41
22.58,58.88,2.22,3.46,34.1,13.25,4.73,0.22,7.36,0.27,98.48
22.9,40.75,2.51,3.82,33.75,11.55,5.96,0.17,8.88,0.22,98.39
25.04,44.31,2.55,3.76,36.8,10.95,6.61,0.03,9.84,0.11,98.32
29.04,42.56,3.0,4.41,40.35,17.52,8.14,0.05,10.21,0.1,98.02
32.01,41.31,2.83,4.19,44.45,20.24,7.18,0.1,9.39,0.2,97.78
36.08,24.62,4.66,6.55,45.58,26.19,10.55,0.69,12.8,0.71,97.42
29.53,63.69,4.4,6.2,42.37,23.4,9.05,0.3,11.16,0.41,97.42
28.01,73.75,3.46,5.09,36.17,22.83,11.12,0.27,14.3,0.34,97.39
26.24,85.38,3.86,5.74,31.93,22.31,9.97,0.18,12.76,0.2,97.49
25.9,85.69,2.8,4.42,31.67,19.74,7.72,0.23,10.05,0.43,97.72
24.77,77.25,2.16,3.38,31.03,14.44,5.95,0.06,8.3,0.14,98.18
23.38,70.56,2.12,3.27,32.0,13.4,6.17,0.08,8.81,0.1,98.33
23.13,52.62,1.77,2.61,32.76,12.85,3.52,0.04,6.17,0.03,98.47
24.04,47.31,2.48,3.75,37.05,13.71,5.43,0.12,7.95,0.16,98.54
27.95,30.06,2.32,3.41,40.8,16.92,5.78,0.2,8.47,0.2,98.23
30.96,26.06,2.55,3.72,42.19,19.75,6.3,0.16,9.7,0.22,98.05
34.31,26.0,2.81,4.02,44.87,23.28,7.49,0.04,8.93,0.07,97.75
35.72,33.69,3.44,4.66,46.19,26.94,10.52,0.03,12.69,0.25,97.4
31.92,55.38,4.67,6.21,42.76,24.8,9.55,0.23,11.49,0.63,97.37
27.67,76.12,4.95,7.12,34.49,22.8,10.45,0.09,13.48,0.28,97.32
27.48,79.5,3.21,4.77,35.27,22.74,8.38,0.09,10.61,0.12,97.59
27.07,83.19,3.02,4.68,33.03,22.15,7.76,0.23,9.53,0.33,97.66
25.44,71.75,2.45,3.73,33.18,15.98,8.27,0.12,10.59,0.17,98.09
23.77,70.94,2.65,4.19,34.48,11.58,5.86,0.27,7.46,0.23,98.35
22.28,60.31,2.09,3.22,31.54,12.08,4.76,0.09,6.88,0.15,98.55
22.2,43.88,2.36,3.63,33.05,11.43,5.95,0.04,7.81,0.15,98.63
27.58,37.88,2.95,4.46,38.33,14.92,6.3,0.06,9.59,0.15,98.35
32.4,27.38,2.67,3.88,43.2,18.55,6.47,0.05,9.42,0.11,98.11
35.73,27.38,3.08,4.26,45.46,22.12,7.73,0.07,10.27,0.2,97.85
36.22,33.88,4.21,5.66,47.1,25.97,10.67,0.2,12.88,0.36,97.41
32.67,53.06,4.36,5.75,45.48,24.98,10.8,0.19,13.07,0.3,97.42
26.94,83.69,4.1,5.98,33.73,22.9,8.91,0.63,11.29,0.67,97.42
26.52,86.81,3.31,5.08,31.9,21.15,9.05,0.35,12.07,0.52,97.5
25.81,88.19,3.09,4.72,30.74,19.65,8.46,0.16,11.69,0.1,97.7
24.97,85.94,2.72,4.29,31.21,15.74,6.87,0.02,8.56,0.02,97.87
24.16,85.06,2.04,3.12,29.93,18.19,6.54,0.12,8.1,0.17,98.24
19.76,75.44,2.48,3.8,28.3,9.03,5.64,0.05,7.25,0.02,98.27
20.18,59.62,2.44,3.84,32.65,8.81,5.46,0.45,9.16,0.66,98.43
24.9,51.88,2.52,3.8,34.76,14.46,6.96,0.35,10.06,0.54,98.28
30.0,31.75,2.62,3.91,41.5,18.55,6.38,0.06,9.41,0.11,98.07
32.75,37.44,3.46,4.7,43.34,21.34,8.09,0.16,10.68,0.2,97.88
36.01,29.75,3.43,4.77,45.73,27.3,8.59,0.16,9.93,0.12,97.51
30.94,58.25,5.05,6.88,42.33,24.73,10.54,0.04,12.97,0.17,97.33
27.81,76.38,4.27,6.09,34.96,23.26,8.12,0.57,11.09,0.71,97.33
26.71,82.81,3.96,5.82,34.01,22.27,8.95,0.08,11.36,0.05,97.42
26.38,83.31,3.38,5.16,32.36,21.01,8.05,0.3,10.28,0.45,97.66
26.35,70.75,2.39,3.74,34.65,17.81,5.74,0.11,7.78,0.2,98.13
24.77,53.62,2.34,3.76,34.54,15.08,4.79,0.08,8.09,0.12,98.38
22.99,40.94,2.52,3.93,34.36,13.05,6.66,0.34,8.75,0.26,98.41
24.16,42.94,2.75,4.22,35.36,9.25,6.62,0.02,8.69,0.16,98.38
26.52,29.56,2.91,4.38,39.71,12.8,7.08,0.42,9.12,0.26,98.22
29.64,19.69,2.84,4.17,41.63,15.46,6.62,0.14,10.08,0.25,98.06
34.55,32.0,3.43,4.75,43.73,24.06,7.99,0.46,10.13,0.39,97.78
36.93,25.94,3.71,5.05,46.19,26.78,10.6,0.11,12.76,0.08,97.42
31.36,55.38,4.78,6.6,45.65,24.56,10.45,0.35,12.62,0.51,97.35
27.17,78.19,4.62,6.63,35.46,21.95,9.65,0.26,12.27,0.4,97.35
26.45,83.56,4.2,6.21,32.33,22.4,10.07,0.21,13.23,0.33,97.5
26.1,86.25,3.05,4.74,31.6,21.29,7.5,0.45,9.62,0.69,97.74
24.41,79.38,2.19,3.34,31.19,14.86,6.79,0.09,8.9,0.14,98.21
22.79,75.25,2.45,3.87,31.45,10.24,5.92,0.1,7.88,0.2,98.29
22.76,58.38,2.42,3.75,33.71,11.44,5.77,0.14,8.51,0.05,98.42
24.16,47.12,2.64,4.13,34.94,13.19,5.65,0.12,8.61,0.19,98.51
25.82,47.0,2.85,4.27,36.69,12.1,6.6,0.41,9.88,0.31,98.39
30.26,31.0,3.2,4.7,41.65,15.56,7.7,0.42,9.74,0.35,98.16
33.3,36.38,3.42,4.8,43.41,23.84,7.19,0.32,10.3,0.48,97.81
36.56,31.62,4.48,5.98,47.95,26.42,10.79,0.14,13.01,0.33,97.37
28.37,73.44,4.79,6.7,37.22,22.95,11.98,0.73,15.11,0.83,97.3
26.4,83.19,5.36,7.6,33.44,22.56,11.0,1.83,14.83,2.45,97.25
25.84,86.69,3.96,5.91,31.29,22.35,9.26,0.42,11.78,0.62,97.53
26.24,85.19,2.52,3.95,31.01,21.67,7.27,0.01,9.52,0.05,97.69
24.84,85.38,2.7,4.17,30.62,15.69,6.8,0.03,8.85,0.1,97.97
21.74,81.44,2.4,3.77,29.25,12.02,6.32,0.06,8.24,0.09,98.44
19.65,71.81,2.53,3.99,29.08,9.73,5.62,0.31,8.3,0.45,98.52
22.17,63.44,2.52,3.91,30.94,12.92,5.88,0.12,8.85,0.17,98.65
24.72,44.75,2.93,4.31,35.27,12.83,7.19,0.12,9.66,0.19,98.31
28.23,50.5,2.23,3.34,42.3,16.34,5.56,0.11,9.27,0.15,98.31
34.04,29.19,2.5,3.59,43.6,23.53,7.97,0.2,10.16,0.23,97.97
33.89,41.88,3.47,4.83,45.38,23.44,9.09,0.17,11.62,0.2,97.67
33.54,46.69,5.09,6.84,45.4,25.72,10.95,0.21,13.37,0.4,97.33
28.65,69.44,5.42,7.51,40.29,23.32,10.7,0.83,13.52,1.08,97.39
27.91,75.31,3.2,4.7,35.47,22.79,8.85,0.15,11.1,0.17,97.59
26.21,80.62,3.62,5.45,32.99,20.05,8.84,0.23,11.49,0.35,97.8
26.32,68.88,2.8,4.28,35.82,15.74,9.63,0.12,12.96,0.25,98.23
24.76,53.62,2.62,4.05,34.65,14.56,6.5,0.15,8.09,0.22,98.42
22.22,46.31,2.48,3.88,33.24,10.76,5.18,0.1,8.85,0.1,98.53
21.07,50.56,2.8,4.36,34.37,9.08,6.1,0.05,7.55,0.17,98.63
26.01,35.5,2.69,4.06,37.55,13.61,6.3,0.03,9.68,0.02,98.44
29.24,40.88,2.7,3.98,40.76,15.99,7.48,0.04,9.83,0.03,98.34
32.04,40.06,3.07,4.34,43.27,19.88,8.23,0.05,10.31,0.09,97.99
36.06,30.75,4.02,5.52,47.11,25.8,9.82,0.21,11.93,0.19,97.62
30.4,62.25,4.88,6.55,41.34,23.58,12.41,0.34,15.52,0.53,97.45
29.28,67.44,4.51,6.47,36.79,23.43,9.69,0.3,11.88,0.54,97.5
27.95,75.44,3.79,5.52,36.05,23.17,9.4,0.54,11.69,0.84,97.67
27.68,75.88,2.5,3.81,35.02,19.93,8.71,0.02,11.04,0.16,97.86
28.12,61.06,2.38,3.66,37.52,20.47,5.24,0.14,7.59,0.24,98.27
